Order_Detail_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount_Percent,Gross_Sales,Discount_Amount,Net_Sales
OD005861,ORD003763,PROD0123,6,170000,0,1020000,0,1020000
OD005862,ORD003763,PROD0151,3,265000,2,795000,15900,779100
OD005863,ORD003764,PROD0179,7,65000,7,455000,31850,423150
OD005864,ORD003765,PROD0039,8,115000,15,920000,138000,782000
OD005865,ORD003765,PROD0051,5,102500,0,512500,0,512500
OD005866,ORD003765,PROD0191,7,100130,10,700910,70091,630819
OD005867,ORD003766,PROD0114,2,155500,2,311000,6220,304780
OD005868,ORD003766,PROD0031,3,100000,15,300000,45000,255000
OD005869,ORD003767,PROD0039,5,115000,0,575000,0,575000
OD005870,ORD003767,PROD0200,2,120944,5,241888,12094.4,229793.6
OD005871,ORD003768,PROD0180,2,142869,7,285738,20001.66,265736.34
OD005872,ORD003768,PROD0046,6,115000,2,690000,13800,676200
OD005873,ORD003769,PROD0111,5,16000,15,80000,12000,68000
OD005874,ORD003770,PROD0143,4,285000,10,1140000,114000,1026000
OD005875,ORD003771,PROD0090,1,145000,2,145000,2900,142100
OD005876,ORD003772,PROD0062,4,170000,0,680000,0,680000
OD005877,ORD003773,PROD0141,5,235000,0,1175000,0,1175000
OD005878,ORD003774,PROD0017,10,90000,0,900000,0,900000
OD005879,ORD003774,PROD0042,4,98000,5,392000,19600,372400
OD005880,ORD003775,PROD0005,6,60000,0,360000,0,360000
OD005881,ORD003776,PROD0179,1,65000,5,65000,3250,61750
OD005882,ORD003776,PROD0030,2,100000,0,200000,0,200000
OD005883,ORD003777,PROD0174,7,325000,10,2275000,227500,2047500
OD005884,ORD003778,PROD0082,5,138000,0,690000,0,690000
OD005885,ORD003779,PROD0021,4,95000,5,380000,19000,361000
OD005886,ORD003780,PROD0117,4,175000,5,700000,35000,665000
OD005887,ORD003781,PROD0064,6,150000,2,900000,18000,882000
OD005888,ORD003781,PROD0096,5,165000,7,825000,57750,767250
OD005889,ORD003782,PROD0196,9,332371,0,2991339,0,2991339
OD005890,ORD003782,PROD0127,3,225000,7,675000,47250,627750
OD005891,ORD003783,PROD0004,9,60000,0,540000,0,540000
OD005892,ORD003784,PROD0020,10,95000,0,950000,0,950000
OD005893,ORD003784,PROD0155,6,220000,15,1320000,198000,1122000
OD005894,ORD003785,PROD0136,2,380000,0,760000,0,760000
OD005895,ORD003786,PROD0098,5,132000,0,660000,0,660000
OD005896,ORD003787,PROD0158,10,265000,0,2650000,0,2650000
OD005897,ORD003788,PROD0045,6,110000,5,660000,33000,627000
OD005898,ORD003789,PROD0047,7,120000,7,840000,58800,781200
OD005899,ORD003789,PROD0082,4,138000,0,552000,0,552000
OD005900,ORD003790,PROD0159,6,285000,5,1710000,85500,1624500
OD005901,ORD003790,PROD0197,3,221508,10,664524,66452.4,598071.6
OD005902,ORD003791,PROD0051,3,102500,7,307500,21525,285975
OD005903,ORD003791,PROD0124,2,178000,7,356000,24920,331080
OD005904,ORD003792,PROD0089,7,140000,0,980000,0,980000
OD005905,ORD003793,PROD0177,10,120000,0,1200000,0,1200000
OD005906,ORD003794,PROD0162,4,210000,5,840000,42000,798000
OD005907,ORD003795,PROD0035,1,98000,5,98000,4900,93100
OD005908,ORD003796,PROD0138,5,190000,7,950000,66500,883500
OD005909,ORD003796,PROD0004,4,60000,10,240000,24000,216000
OD005910,ORD003797,PROD0101,7,138000,7,966000,67620,898380
OD005911,ORD003798,PROD0054,2,115000,5,230000,11500,218500
OD005912,ORD003799,PROD0074,8,132000,5,1056000,52800,1003200
OD005913,ORD003799,PROD0067,1,120000,0,120000,0,120000
OD005914,ORD003800,PROD0113,4,150000,5,600000,30000,570000
OD005915,ORD003801,PROD0170,2,245000,0,490000,0,490000
OD005916,ORD003801,PROD0104,9,155000,7,1395000,97650,1297350
OD005917,ORD003802,PROD0174,5,325000,7,1625000,113750,1511250
OD005918,ORD003802,PROD0195,10,160472,15,1604720,240708,1364012
OD005919,ORD003803,PROD0045,6,110000,5,660000,33000,627000
OD005920,ORD003803,PROD0166,8,267000,0,2136000,0,2136000
OD005921,ORD003804,PROD0044,9,105000,0,945000,0,945000
OD005922,ORD003804,PROD0024,9,98000,10,882000,88200,793800
OD005923,ORD003804,PROD0042,7,98000,0,686000,0,686000
OD005924,ORD003805,PROD0083,8,138000,2,1104000,22080,1081920
OD005925,ORD003805,PROD0035,9,98000,0,882000,0,882000
OD005926,ORD003806,PROD0118,7,180000,7,1260000,88200,1171800
OD005927,ORD003806,PROD0120,6,190000,2,1140000,22800,1117200
OD005928,ORD003807,PROD0142,6,265000,2,1590000,31800,1558200
OD005929,ORD003807,PROD0183,3,324367,7,973101,68117.07,904983.93
OD005930,ORD003808,PROD0036,6,102000,5,612000,30600,581400
OD005931,ORD003808,PROD0197,9,221508,5,1993572,99678.6,1893893.4
OD005932,ORD003809,PROD0167,9,295000,0,2655000,0,2655000
OD005933,ORD003810,PROD0011,5,75000,0,375000,0,375000
OD005934,ORD003811,PROD0126,5,210000,0,1050000,0,1050000
OD005935,ORD003812,PROD0052,8,105000,15,840000,126000,714000
OD005936,ORD003812,PROD0014,10,80000,0,800000,0,800000
OD005937,ORD003813,PROD0137,1,165000,2,165000,3300,161700
OD005938,ORD003814,PROD0012,8,75000,0,600000,0,600000
OD005939,ORD003814,PROD0036,5,102000,5,510000,25500,484500
OD005940,ORD003814,PROD0138,3,190000,0,570000,0,570000
OD005941,ORD003815,PROD0017,4,90000,7,360000,25200,334800
OD005942,ORD003815,PROD0152,10,285000,10,2850000,285000,2565000
OD005943,ORD003816,PROD0006,3,65000,5,195000,9750,185250
OD005944,ORD003817,PROD0063,6,140000,10,840000,84000,756000
OD005945,ORD003818,PROD0052,7,105000,0,735000,0,735000
OD005946,ORD003818,PROD0033,3,98000,2,294000,5880,288120
OD005947,ORD003819,PROD0107,9,142000,0,1278000,0,1278000
OD005948,ORD003819,PROD0044,1,105000,2,105000,2100,102900
OD005949,ORD003820,PROD0031,9,100000,2,900000,18000,882000
OD005950,ORD003820,PROD0079,7,142000,5,994000,49700,944300
OD005951,ORD003821,PROD0100,9,135000,7,1215000,85050,1129950
OD005952,ORD003822,PROD0127,1,225000,15,225000,33750,191250
OD005953,ORD003822,PROD0018,9,94000,0,846000,0,846000
OD005954,ORD003823,PROD0038,3,111000,5,333000,16650,316350
OD005955,ORD003823,PROD0011,9,75000,10,675000,67500,607500
OD005956,ORD003823,PROD0159,4,285000,2,1140000,22800,1117200
OD005957,ORD003824,PROD0112,7,170000,5,1190000,59500,1130500
OD005958,ORD003824,PROD0050,10,98000,5,980000,49000,931000
OD005959,ORD003825,PROD0107,8,142000,0,1136000,0,1136000
OD005960,ORD003825,PROD0162,1,210000,5,210000,10500,199500
OD005961,ORD003826,PROD0153,3,195000,5,585000,29250,555750
OD005962,ORD003827,PROD0185,2,232339,2,464678,9293.56,455384.44
OD005963,ORD003827,PROD0047,10,120000,15,1200000,180000,1020000
OD005964,ORD003827,PROD0033,4,98000,0,392000,0,392000
OD005965,ORD003828,PROD0153,6,195000,15,1170000,175500,994500
OD005966,ORD003829,PROD0184,6,79485,5,476910,23845.5,453064.5
OD005967,ORD003830,PROD0036,3,102000,0,306000,0,306000
OD005968,ORD003830,PROD0142,4,265000,0,1060000,0,1060000
OD005969,ORD003831,PROD0115,5,158000,7,790000,55300,734700
OD005970,ORD003832,PROD0178,1,115000,0,115000,0,115000
OD005971,ORD003832,PROD0039,9,115000,0,1035000,0,1035000
OD005972,ORD003833,PROD0070,10,126000,5,1260000,63000,1197000
OD005973,ORD003833,PROD0125,7,195000,15,1365000,204750,1160250
OD005974,ORD003834,PROD0173,5,299000,2,1495000,29900,1465100
OD005975,ORD003835,PROD0166,2,267000,2,534000,10680,523320
OD005976,ORD003835,PROD0096,4,165000,7,660000,46200,613800
OD005977,ORD003836,PROD0075,5,135000,5,675000,33750,641250
OD005978,ORD003836,PROD0038,2,111000,0,222000,0,222000
OD005979,ORD003837,PROD0081,8,135000,5,1080000,54000,1026000
OD005980,ORD003837,PROD0200,5,120944,5,604720,30236,574484
OD005981,ORD003838,PROD0046,7,115000,0,805000,0,805000
OD005982,ORD003839,PROD0190,6,309979,0,1859874,0,1859874
OD005983,ORD003840,PROD0056,2,125000,5,250000,12500,237500
OD005984,ORD003841,PROD0025,7,82000,0,574000,0,574000
OD005985,ORD003841,PROD0144,8,295000,7,2360000,165200,2194800
OD005986,ORD003842,PROD0092,5,150000,5,750000,37500,712500
OD005987,ORD003842,PROD0147,7,195000,0,1365000,0,1365000
OD005988,ORD003843,PROD0198,10,26819,15,268190,40228.5,227961.5
OD005989,ORD003844,PROD0030,3,100000,10,300000,30000,270000
OD005990,ORD003845,PROD0110,9,155000,5,1395000,69750,1325250
OD005991,ORD003845,PROD0054,4,115000,7,460000,32200,427800
OD005992,ORD003846,PROD0100,1,135000,5,135000,6750,128250
OD005993,ORD003846,PROD0052,5,105000,0,525000,0,525000
OD005994,ORD003847,PROD0040,9,115000,5,1035000,51750,983250
OD005995,ORD003848,PROD0104,7,155000,0,1085000,0,1085000
OD005996,ORD003849,PROD0084,4,140000,15,560000,84000,476000
OD005997,ORD003850,PROD0154,10,200000,2,2000000,40000,1960000
OD005998,ORD003850,PROD0100,10,135000,7,1350000,94500,1255500
OD005999,ORD003851,PROD0121,10,160000,0,1600000,0,1600000
OD006000,ORD003851,PROD0143,6,285000,5,1710000,85500,1624500
OD006001,ORD003852,PROD0011,7,75000,0,525000,0,525000
OD006002,ORD003852,PROD0091,6,148000,2,888000,17760,870240
OD006003,ORD003853,PROD0105,5,135000,5,675000,33750,641250
OD006004,ORD003854,PROD0127,6,225000,5,1350000,67500,1282500
OD006005,ORD003855,PROD0008,1,70000,2,70000,1400,68600
OD006006,ORD003856,PROD0021,2,95000,0,190000,0,190000
OD006007,ORD003857,PROD0170,6,245000,5,1470000,73500,1396500
OD006008,ORD003858,PROD0153,5,195000,0,975000,0,975000
OD006009,ORD003859,PROD0085,5,145000,7,725000,50750,674250
OD006010,ORD003860,PROD0001,10,50000,5,500000,25000,475000
OD006011,ORD003860,PROD0052,7,105000,7,735000,51450,683550
OD006012,ORD003861,PROD0129,1,235000,15,235000,35250,199750
OD006013,ORD003862,PROD0137,10,165000,2,1650000,33000,1617000
OD006014,ORD003863,PROD0166,9,267000,5,2403000,120150,2282850
OD006015,ORD003864,PROD0111,2,16000,5,32000,1600,30400
OD006016,ORD003865,PROD0154,9,200000,5,1800000,90000,1710000
OD006017,ORD003865,PROD0048,4,122200,5,488800,24440,464360
OD006018,ORD003866,PROD0030,4,100000,15,400000,60000,340000
OD006019,ORD003866,PROD0068,6,120000,5,720000,36000,684000
OD006020,ORD003867,PROD0169,10,220000,10,2200000,220000,1980000
OD006021,ORD003867,PROD0178,4,115000,5,460000,23000,437000
OD006022,ORD003868,PROD0016,6,80000,7,480000,33600,446400
OD006023,ORD003868,PROD0040,2,115000,2,230000,4600,225400
OD006024,ORD003869,PROD0014,1,80000,2,80000,1600,78400
OD006025,ORD003870,PROD0153,6,195000,10,1170000,117000,1053000
OD006026,ORD003871,PROD0165,3,255000,10,765000,76500,688500
OD006027,ORD003872,PROD0186,1,265147,5,265147,13257.35,251889.65
OD006028,ORD003873,PROD0037,1,105000,5,105000,5250,99750
OD006029,ORD003874,PROD0104,4,155000,0,620000,0,620000
OD006030,ORD003874,PROD0090,3,145000,0,435000,0,435000
OD006031,ORD003875,PROD0196,10,332371,0,3323710,0,3323710
OD006032,ORD003875,PROD0188,5,254957,15,1274785,191217.75,1083567.25
OD006033,ORD003876,PROD0168,5,320000,0,1600000,0,1600000
OD006034,ORD003877,PROD0042,2,98000,2,196000,3920,192080
OD006035,ORD003878,PROD0067,2,120000,5,240000,12000,228000
OD006036,ORD003878,PROD0157,3,250000,5,750000,37500,712500
OD006037,ORD003879,PROD0122,9,165000,7,1485000,103950,1381050
OD006038,ORD003879,PROD0117,7,175000,2,1225000,24500,1200500
OD006039,ORD003880,PROD0016,2,80000,2,160000,3200,156800
OD006040,ORD003880,PROD0082,1,138000,5,138000,6900,131100
OD006041,ORD003881,PROD0196,3,332371,5,997113,49855.65,947257.35
OD006042,ORD003882,PROD0092,3,150000,15,450000,67500,382500
OD006043,ORD003883,PROD0177,10,120000,5,1200000,60000,1140000
OD006044,ORD003883,PROD0083,2,138000,7,276000,19320,256680
OD006045,ORD003884,PROD0170,8,245000,10,1960000,196000,1764000
OD006046,ORD003885,PROD0166,4,267000,0,1068000,0,1068000
OD006047,ORD003886,PROD0125,4,195000,0,780000,0,780000
OD006048,ORD003887,PROD0163,3,225000,0,675000,0,675000
OD006049,ORD003887,PROD0010,7,75000,10,525000,52500,472500
OD006050,ORD003888,PROD0075,7,135000,2,945000,18900,926100
OD006051,ORD003888,PROD0018,5,94000,5,470000,23500,446500
OD006052,ORD003889,PROD0140,10,225000,5,2250000,112500,2137500
OD006053,ORD003890,PROD0059,9,135000,7,1215000,85050,1129950
OD006054,ORD003891,PROD0107,8,142000,2,1136000,22720,1113280
OD006055,ORD003892,PROD0169,6,220000,0,1320000,0,1320000
OD006056,ORD003892,PROD0150,6,255000,2,1530000,30600,1499400
OD006057,ORD003893,PROD0134,7,310000,5,2170000,108500,2061500
OD006058,ORD003893,PROD0011,6,75000,2,450000,9000,441000
OD006059,ORD003893,PROD0124,2,178000,0,356000,0,356000
OD006060,ORD003894,PROD0068,7,120000,0,840000,0,840000
OD006061,ORD003895,PROD0198,3,26819,0,80457,0,80457
OD006062,ORD003896,PROD0068,8,120000,10,960000,96000,864000
OD006063,ORD003896,PROD0150,1,255000,0,255000,0,255000
OD006064,ORD003897,PROD0120,1,190000,2,190000,3800,186200
OD006065,ORD003897,PROD0068,6,120000,0,720000,0,720000
OD006066,ORD003898,PROD0042,8,98000,0,784000,0,784000
OD006067,ORD003898,PROD0052,6,105000,5,630000,31500,598500
OD006068,ORD003899,PROD0107,2,142000,10,284000,28400,255600
OD006069,ORD003900,PROD0178,4,115000,2,460000,9200,450800
OD006070,ORD003901,PROD0196,5,332371,7,1661855,116329.85,1545525.15
OD006071,ORD003901,PROD0063,3,140000,7,420000,29400,390600
OD006072,ORD003901,PROD0009,10,75000,5,750000,37500,712500
OD006073,ORD003902,PROD0045,5,110000,10,550000,55000,495000
OD006074,ORD003903,PROD0101,9,138000,0,1242000,0,1242000
OD006075,ORD003904,PROD0081,2,135000,0,270000,0,270000
OD006076,ORD003904,PROD0028,5,95000,5,475000,23750,451250
OD006077,ORD003905,PROD0035,9,98000,5,882000,44100,837900
OD006078,ORD003905,PROD0117,3,175000,2,525000,10500,514500
OD006079,ORD003906,PROD0054,9,115000,10,1035000,103500,931500
OD006080,ORD003907,PROD0049,8,95000,0,760000,0,760000
OD006081,ORD003907,PROD0076,6,135000,10,810000,81000,729000
OD006082,ORD003907,PROD0181,1,90661,2,90661,1813.22,88847.78
OD006083,ORD003908,PROD0169,10,220000,10,2200000,220000,1980000
OD006084,ORD003908,PROD0064,5,150000,2,750000,15000,735000
OD006085,ORD003909,PROD0154,7,200000,5,1400000,70000,1330000
OD006086,ORD003910,PROD0192,7,135661,5,949627,47481.35,902145.65
OD006087,ORD003911,PROD0057,5,135000,5,675000,33750,641250
OD006088,ORD003911,PROD0001,2,50000,10,100000,10000,90000
OD006089,ORD003912,PROD0047,6,120000,5,720000,36000,684000
OD006090,ORD003912,PROD0167,6,295000,0,1770000,0,1770000
OD006091,ORD003913,PROD0022,1,95000,7,95000,6650,88350
OD006092,ORD003914,PROD0053,2,108000,5,216000,10800,205200
OD006093,ORD003915,PROD0191,3,100130,5,300390,15019.5,285370.5
OD006094,ORD003916,PROD0041,4,95000,2,380000,7600,372400
OD006095,ORD003917,PROD0096,6,165000,5,990000,49500,940500
OD006096,ORD003917,PROD0177,7,120000,7,840000,58800,781200
OD006097,ORD003917,PROD0170,2,245000,15,490000,73500,416500
OD006098,ORD003918,PROD0061,9,155000,2,1395000,27900,1367100
OD006099,ORD003919,PROD0050,9,98000,0,882000,0,882000
OD006100,ORD003919,PROD0117,1,175000,5,175000,8750,166250
OD006101,ORD003920,PROD0065,2,110000,5,220000,11000,209000
OD006102,ORD003921,PROD0148,9,210000,5,1890000,94500,1795500
OD006103,ORD003922,PROD0136,5,380000,10,1900000,190000,1710000
OD006104,ORD003923,PROD0084,5,140000,15,700000,105000,595000
OD006105,ORD003923,PROD0082,5,138000,15,690000,103500,586500
OD006106,ORD003923,PROD0021,10,95000,0,950000,0,950000
OD006107,ORD003924,PROD0139,2,210000,0,420000,0,420000
OD006108,ORD003925,PROD0185,10,232339,0,2323390,0,2323390
OD006109,ORD003926,PROD0176,3,450000,10,1350000,135000,1215000
OD006110,ORD003927,PROD0130,9,250000,7,2250000,157500,2092500
OD006111,ORD003927,PROD0146,5,185000,0,925000,0,925000
OD006112,ORD003928,PROD0179,8,65000,2,520000,10400,509600
OD006113,ORD003929,PROD0044,2,105000,10,210000,21000,189000
OD006114,ORD003930,PROD0154,4,200000,0,800000,0,800000
OD006115,ORD003931,PROD0021,2,95000,5,190000,9500,180500
OD006116,ORD003931,PROD0155,6,220000,5,1320000,66000,1254000
OD006117,ORD003932,PROD0044,1,105000,0,105000,0,105000
OD006118,ORD003932,PROD0118,4,180000,2,720000,14400,705600
OD006119,ORD003933,PROD0001,6,50000,10,300000,30000,270000
OD006120,ORD003933,PROD0002,5,50000,0,250000,0,250000
OD006121,ORD003933,PROD0130,9,250000,5,2250000,112500,2137500
OD006122,ORD003934,PROD0177,7,120000,10,840000,84000,756000
OD006123,ORD003935,PROD0023,9,98000,2,882000,17640,864360
OD006124,ORD003936,PROD0167,6,295000,0,1770000,0,1770000
OD006125,ORD003937,PROD0152,4,285000,7,1140000,79800,1060200
OD006126,ORD003937,PROD0146,3,185000,2,555000,11100,543900
OD006127,ORD003938,PROD0055,7,120000,2,840000,16800,823200
OD006128,ORD003938,PROD0176,10,450000,0,4500000,0,4500000
OD006129,ORD003939,PROD0122,10,165000,15,1650000,247500,1402500
OD006130,ORD003939,PROD0037,3,105000,7,315000,22050,292950
OD006131,ORD003940,PROD0177,5,120000,0,600000,0,600000
OD006132,ORD003941,PROD0057,7,135000,0,945000,0,945000
OD006133,ORD003942,PROD0100,10,135000,10,1350000,135000,1215000
OD006134,ORD003943,PROD0032,4,105000,10,420000,42000,378000
OD006135,ORD003944,PROD0078,8,140000,2,1120000,22400,1097600
OD006136,ORD003945,PROD0130,9,250000,7,2250000,157500,2092500
OD006137,ORD003946,PROD0180,2,142869,0,285738,0,285738
OD006138,ORD003947,PROD0088,4,155500,0,622000,0,622000
OD006139,ORD003948,PROD0124,5,178000,10,890000,89000,801000
OD006140,ORD003948,PROD0021,9,95000,5,855000,42750,812250
OD006141,ORD003948,PROD0048,10,122200,0,1222000,0,1222000
OD006142,ORD003949,PROD0116,2,162000,5,324000,16200,307800
OD006143,ORD003949,PROD0009,2,75000,5,150000,7500,142500
OD006144,ORD003949,PROD0068,4,120000,15,480000,72000,408000
OD006145,ORD003950,PROD0012,1,75000,0,75000,0,75000
OD006146,ORD003950,PROD0099,6,134000,7,804000,56280,747720
OD006147,ORD003951,PROD0053,3,108000,7,324000,22680,301320
OD006148,ORD003951,PROD0053,4,108000,7,432000,30240,401760
OD006149,ORD003952,PROD0093,1,155000,7,155000,10850,144150
OD006150,ORD003953,PROD0033,3,98000,7,294000,20580,273420
OD006151,ORD003954,PROD0152,2,285000,2,570000,11400,558600
OD006152,ORD003955,PROD0091,3,148000,0,444000,0,444000
OD006153,ORD003956,PROD0181,5,90661,15,453305,67995.75,385309.25
OD006154,ORD003956,PROD0046,3,115000,0,345000,0,345000
OD006155,ORD003957,PROD0013,8,80000,2,640000,12800,627200
OD006156,ORD003958,PROD0082,5,138000,0,690000,0,690000
OD006157,ORD003958,PROD0022,3,95000,2,285000,5700,279300
OD006158,ORD003958,PROD0077,7,138000,2,966000,19320,946680
OD006159,ORD003959,PROD0155,9,220000,2,1980000,39600,1940400
OD006160,ORD003959,PROD0189,5,235752,2,1178760,23575.2,1155184.8
OD006161,ORD003960,PROD0092,10,150000,5,1500000,75000,1425000
OD006162,ORD003961,PROD0038,4,111000,15,444000,66600,377400
OD006163,ORD003961,PROD0078,5,140000,5,700000,35000,665000
OD006164,ORD003962,PROD0058,5,145000,15,725000,108750,616250
OD006165,ORD003962,PROD0025,10,82000,0,820000,0,820000
OD006166,ORD003963,PROD0159,8,285000,2,2280000,45600,2234400
OD006167,ORD003963,PROD0147,6,195000,0,1170000,0,1170000
OD006168,ORD003964,PROD0060,4,150000,5,600000,30000,570000
OD006169,ORD003965,PROD0098,1,132000,15,132000,19800,112200
OD006170,ORD003966,PROD0097,10,130000,0,1300000,0,1300000
OD006171,ORD003967,PROD0087,2,150000,7,300000,21000,279000
OD006172,ORD003967,PROD0153,8,195000,7,1560000,109200,1450800
OD006173,ORD003968,PROD0140,6,225000,0,1350000,0,1350000
OD006174,ORD003969,PROD0001,7,50000,2,350000,7000,343000
OD006175,ORD003969,PROD0045,10,110000,0,1100000,0,1100000
OD006176,ORD003970,PROD0192,2,135661,2,271322,5426.44,265895.56
OD006177,ORD003971,PROD0083,1,138000,7,138000,9660,128340
OD006178,ORD003971,PROD0093,4,155000,0,620000,0,620000
OD006179,ORD003971,PROD0153,6,195000,10,1170000,117000,1053000
OD006180,ORD003972,PROD0152,1,285000,7,285000,19950,265050
OD006181,ORD003973,PROD0114,9,155500,0,1399500,0,1399500
OD006182,ORD003973,PROD0185,7,232339,2,1626373,32527.46,1593845.54
OD006183,ORD003974,PROD0118,10,180000,5,1800000,90000,1710000
OD006184,ORD003975,PROD0176,3,450000,5,1350000,67500,1282500
OD006185,ORD003975,PROD0091,10,148000,5,1480000,74000,1406000
OD006186,ORD003976,PROD0045,4,110000,2,440000,8800,431200
OD006187,ORD003976,PROD0023,2,98000,15,196000,29400,166600
OD006188,ORD003977,PROD0112,9,170000,0,1530000,0,1530000
OD006189,ORD003978,PROD0179,1,65000,5,65000,3250,61750
OD006190,ORD003979,PROD0083,8,138000,0,1104000,0,1104000
OD006191,ORD003979,PROD0146,3,185000,5,555000,27750,527250
OD006192,ORD003979,PROD0107,7,142000,0,994000,0,994000
OD006193,ORD003980,PROD0162,3,210000,0,630000,0,630000
OD006194,ORD003980,PROD0156,1,225000,0,225000,0,225000
OD006195,ORD003980,PROD0140,9,225000,15,2025000,303750,1721250
OD006196,ORD003981,PROD0071,4,128000,0,512000,0,512000
OD006197,ORD003981,PROD0083,7,138000,2,966000,19320,946680
OD006198,ORD003982,PROD0096,1,165000,5,165000,8250,156750
OD006199,ORD003983,PROD0165,10,255000,0,2550000,0,2550000
OD006200,ORD003984,PROD0122,7,165000,10,1155000,115500,1039500
OD006201,ORD003985,PROD0035,5,98000,0,490000,0,490000
OD006202,ORD003985,PROD0055,10,120000,10,1200000,120000,1080000
OD006203,ORD003986,PROD0063,5,140000,0,700000,0,700000
OD006204,ORD003987,PROD0122,4,165000,2,660000,13200,646800
OD006205,ORD003988,PROD0154,3,200000,7,600000,42000,558000
OD006206,ORD003988,PROD0030,7,100000,0,700000,0,700000
OD006207,ORD003988,PROD0145,5,170000,7,850000,59500,790500
OD006208,ORD003989,PROD0125,6,195000,5,1170000,58500,1111500
OD006209,ORD003989,PROD0042,8,98000,5,784000,39200,744800
OD006210,ORD003990,PROD0029,7,100000,0,700000,0,700000
OD006211,ORD003990,PROD0030,7,100000,0,700000,0,700000
OD006212,ORD003991,PROD0156,7,225000,7,1575000,110250,1464750
OD006213,ORD003991,PROD0048,8,122200,0,977600,0,977600
OD006214,ORD003991,PROD0039,8,115000,2,920000,18400,901600
OD006215,ORD003992,PROD0084,9,140000,2,1260000,25200,1234800
OD006216,ORD003993,PROD0130,7,250000,0,1750000,0,1750000
OD006217,ORD003994,PROD0089,1,140000,2,140000,2800,137200
OD006218,ORD003994,PROD0117,10,175000,0,1750000,0,1750000
OD006219,ORD003994,PROD0074,3,132000,0,396000,0,396000
OD006220,ORD003995,PROD0086,8,148000,5,1184000,59200,1124800
OD006221,ORD003995,PROD0117,7,175000,5,1225000,61250,1163750
OD006222,ORD003995,PROD0130,7,250000,10,1750000,175000,1575000
OD006223,ORD003996,PROD0148,5,210000,5,1050000,52500,997500
OD006224,ORD003997,PROD0170,5,245000,2,1225000,24500,1200500
OD006225,ORD003998,PROD0066,2,114500,0,229000,0,229000
OD006226,ORD003999,PROD0025,3,82000,7,246000,17220,228780
OD006227,ORD004000,PROD0019,1,95000,2,95000,1900,93100
OD006228,ORD004001,PROD0136,10,380000,7,3800000,266000,3534000
OD006229,ORD004002,PROD0087,10,150000,0,1500000,0,1500000
OD006230,ORD004002,PROD0083,2,138000,5,276000,13800,262200
OD006231,ORD004003,PROD0147,9,195000,7,1755000,122850,1632150
OD006232,ORD004004,PROD0135,7,350000,2,2450000,49000,2401000
OD006233,ORD004004,PROD0183,4,324367,5,1297468,64873.4,1232594.6
OD006234,ORD004005,PROD0176,2,450000,0,900000,0,900000
OD006235,ORD004005,PROD0150,7,255000,0,1785000,0,1785000
OD006236,ORD004006,PROD0131,1,280000,0,280000,0,280000
OD006237,ORD004007,PROD0180,2,142869,2,285738,5714.76,280023.24
OD006238,ORD004007,PROD0032,2,105000,0,210000,0,210000
OD006239,ORD004008,PROD0192,2,135661,10,271322,27132.2,244189.8
OD006240,ORD004008,PROD0084,1,140000,7,140000,9800,130200
OD006241,ORD004009,PROD0050,4,98000,10,392000,39200,352800
OD006242,ORD004009,PROD0110,9,155000,15,1395000,209250,1185750
OD006243,ORD004010,PROD0179,3,65000,5,195000,9750,185250
OD006244,ORD004010,PROD0026,3,85000,7,255000,17850,237150
OD006245,ORD004011,PROD0035,10,98000,5,980000,49000,931000
OD006246,ORD004011,PROD0129,5,235000,7,1175000,82250,1092750
OD006247,ORD004012,PROD0134,1,310000,5,310000,15500,294500
OD006248,ORD004012,PROD0143,6,285000,7,1710000,119700,1590300
OD006249,ORD004013,PROD0180,6,142869,0,857214,0,857214
OD006250,ORD004013,PROD0153,5,195000,5,975000,48750,926250
OD006251,ORD004014,PROD0163,9,225000,5,2025000,101250,1923750
OD006252,ORD004015,PROD0024,7,98000,0,686000,0,686000
OD006253,ORD004015,PROD0072,1,125000,5,125000,6250,118750
OD006254,ORD004016,PROD0142,4,265000,2,1060000,21200,1038800
OD006255,ORD004016,PROD0164,6,235000,5,1410000,70500,1339500
OD006256,ORD004017,PROD0074,7,132000,5,924000,46200,877800
OD006257,ORD004017,PROD0117,4,175000,5,700000,35000,665000
OD006258,ORD004017,PROD0043,5,98000,5,490000,24500,465500
OD006259,ORD004018,PROD0174,3,325000,2,975000,19500,955500
OD006260,ORD004019,PROD0105,7,135000,5,945000,47250,897750
OD006261,ORD004020,PROD0020,3,95000,10,285000,28500,256500
OD006262,ORD004021,PROD0115,5,158000,0,790000,0,790000
OD006263,ORD004022,PROD0053,9,108000,7,972000,68040,903960
OD006264,ORD004023,PROD0092,10,150000,0,1500000,0,1500000
OD006265,ORD004023,PROD0070,5,126000,5,630000,31500,598500
OD006266,ORD004024,PROD0169,3,220000,0,660000,0,660000
OD006267,ORD004024,PROD0170,1,245000,7,245000,17150,227850
OD006268,ORD004024,PROD0032,9,105000,0,945000,0,945000
OD006269,ORD004025,PROD0065,5,110000,7,550000,38500,511500
OD006270,ORD004026,PROD0082,2,138000,2,276000,5520,270480
OD006271,ORD004026,PROD0171,9,255000,0,2295000,0,2295000
OD006272,ORD004026,PROD0054,5,115000,15,575000,86250,488750
OD006273,ORD004027,PROD0141,7,235000,0,1645000,0,1645000
OD006274,ORD004027,PROD0010,1,75000,0,75000,0,75000
OD006275,ORD004028,PROD0192,10,135661,2,1356610,27132.2,1329477.8
